Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?",Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What country do you work in?,Do you work remotely?,Inferred Tech Role,Why or why not bring up with a potential employer in an interview(mental health issue)_cleaned?,Why or why not bring up with a potential employer in an interview(physical health issue)_cleaned?
0,0,1,Yes,No,No,Yes,Very easy,No,No,Yes,Maybe,I don't know,No,1,Some did,Aware,Some did,"Yes, they all did","Yes, always",Some of them,None of them,Some did,Some of them,No,No,Maybe,Maybe,Somewhat open,No,No response,No,Maybe,Yes,anxiety-disorder | attention-deficit-hyperactivity-disorder,Yes,1,Often,Often,37,Female,United States of America,United States of America,Always,0,not related to my qualifications or skills,none of their business
0,0,1,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,I don't know,No,1,"No, none did",Not Aware,None did,None did,I don't know,Some of them,Some of them,I don't know,None of them,No,No,"Yes, it has",Maybe,Neutral,Maybe/Not sure,No,I don't know,Yes,Yes,mood-disorder,Yes,1,Sometimes,Often,37,Male,Australia,Australia,Never,0,no response,no response
0,0,1,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,I don't know,No,1,Some did,Aware,None did,Some did,"Yes, always",Some of them,Some of them,Some did,Some of them,Yes,Yes,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,No,No,healthy,No,0,Not applicable to me,Not applicable to me,27,Male,United States of America,United States of America,Sometimes,1,no response,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"Yes, they all did",Aware,None did,None did,I don't know,"Yes, all of them",Some of them,"Yes, they all did",None of them,Yes,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No response,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,31,Male,Netherlands,Netherlands,Sometimes,1,mental issues are a bit stigmatic everyone knows its there but noone wants to deal with it a broken leg isnt that big a deal but a broken mind is abstract,simply because its important for them to be aware of the situation when i would have physical issues
0,1,1,Yes,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Yes,Yes,No,1,"Yes, they all did",Aware,Some did,Some did,"Yes, always",Some of them,Some of them,Some did,Some of them,Maybe,No,Maybe,"No, I don't think they would",Neutral,"Yes, I experienced",Yes,Yes,Yes,Yes,mood-disorder | attention-deficit-hyperactivity-disorder,Yes,1,Never,Sometimes,36,Male,United States of America,United States of America,Sometimes,1,i understand that while they might consciously not act differently if i had a mental health issue im not at all convinced that people in tech even those who know what cognitive dissonance means will actually take steps to avoid it  furthermore theres a huge stigma behind it,i understand that while they might consciously not act differently if i had a physical issue im not at all convinced that people in tech even those who know what cognitive dissonance means will actually take steps to avoid it
0,1,0,Yes,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,1,"No, none did",Aware,None did,None did,I don't know,Some of them,None of them,I don't know,None of them,Maybe,No,"Yes, I think it would",Maybe,Neutral,No,No response,No,Maybe,Maybe,unknown,Yes,1,Rarely,Often,34,Male,United States of America,United States of America,Always,1,because if it were a mental health issue that might affect my job performance it may be easy to hide while being forthcoming about it might impact my likelihood to get the job in the first place,because if it were a physical health issue that might affect my job performance itd be difficult to hide and a potential might resent the fact that i wasnt forthcoming about it in an interview
0,1,0,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,I don't know,No,1,Some did,Not Aware,Some did,Some did,I don't know,Some of them,Some of them,Some did,"Yes, all of them",No,No,Maybe,"No, I don't think they would",Somewhat not open,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,31,Female,United States of America,United States of America,Sometimes,0,same reasons,its too early  i dont want to discuss potential deal breakers until theyve decided they want me
0,0,1,Yes,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No response,Yes,Maybe,Maybe,unknown,Yes,1,Rarely,Often,30,Male,United States of America,United States of America,Never,1,no response,no response
0,1,0,Yes,No,I don't know,Yes,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,1,Some did,Not Aware,None did,Some did,"Yes, always",Some of them,Some of them,None did,None of them,Yes,No,"Yes, I think it would",Maybe,Somewhat not open,Maybe/Not sure,Maybe,Yes,Maybe,Maybe,unknown,No,0,Sometimes,Often,32,Male,Canada,Canada,Never,1,no response,no response
0,0,0,Yes,No,No,I don't know,Somewhat difficult,No,No,No,Maybe,I don't know,No,1,I don't know,Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,Maybe,No,"No, I don't think it would",Maybe,Somewhat not open,No,No response,I don't know,Maybe,Maybe,unknown,No,0,Not applicable to me,Not applicable to me,40,Female,United States of America,United States of America,Sometimes,1,the stigma of the topic,it would depend on the issue and the employer
0,1,0,I don't know,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,No,1,"No, none did",Aware,None did,None did,I don't know,Some of them,None of them,None did,None of them,Yes,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No response,I don't know,No,No,healthy,No,0,Not applicable to me,Not applicable to me,40,Male,United States of America,United States of America,Sometimes,1,if it got in the way of work it if i needed some accommodation i would but otherwise it wouldnt seem worth it,i wouldnt want to risk leaving a current job position for one where such things could be an issue
0,1,1,Yes,Yes,Yes,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,No,No,1,"No, none did",Not Aware,None did,None did,I don't know,Some of them,Some of them,None did,None of them,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Maybe,I don't know,No,Maybe,unknown,No,0,Sometimes,Sometimes,41,Male,France,France,Sometimes,1,same thing if it has impact or if its visible at work why trying to hide,if the physical issue is obvious at work its better not to try to hide
0,0,0,No,No,No,I don't know,Very difficult,Yes,No,No,Maybe,No,No,1,I don't know,Not Aware,None did,None did,I don't know,"Yes, all of them",None of them,I don't know,Some of them,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,No,Yes,Maybe,unknown,Yes,1,Rarely,Often,27,Male,United Kingdom,United Kingdom,Never,1,if it would have a direct impact on my ability to perform the role i would feel compelled to mention it but depending on how understanding i expected the employer to i might not due to the negative consequences,if it were relevant to the role i would mention it
0,0,1,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,1,Some did,Not Aware,None did,None did,I don't know,Some of them,None of them,None did,None of them,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",Yes,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,30,Male,United States of America,United States of America,Sometimes,0,no response,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,None did,None did,I don't know,Some of them,Some of them,I don't know,None of them,No,No,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Yes,I don't know,Maybe,Maybe,unknown,No,0,Not applicable to me,Not applicable to me,29,Male,Venezuela,Venezuela,Always,1,wont get the job,no because it might not get me the job
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,I don't know,Not Aware,None did,Some did,"Yes, always",I don't know,Some of them,I don't know,None of them,No,No,Maybe,Maybe,Somewhat not open,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,38,Male,United Kingdom,United Kingdom,Sometimes,0,disclosing that cannot help you get the job,disclosing that cannot help you get the job
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,I don't know,Not Aware,I don't know,None did,I don't know,I don't know,Some of them,I don't know,None of them,No,No,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No response,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,35,Male,Netherlands,Netherlands,Sometimes,1,no response,none of their business
0,0,0,No,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Yes,1,"No, none did",Aware,None did,None did,I don't know,I don't know,None of them,Some did,Some of them,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,anxiety-disorder | mood-disorder,Yes,1,Rarely,Often,35,Female,United States of America,United States of America,Never,0,no response,no response
0,1,1,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No,1,"No, none did",Aware,Some did,None did,No,"Yes, all of them",Some of them,None did,Some of them,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,mood-disorder | attention-deficit-hyperactivity-disorder | post-traumatic-stress-disorder,Yes,1,Often,Often,29,Male,United States of America,United States of America,Always,1,interviews are largely about knowledge  mental capacity could be seen as a weaker mental capacity,no response
0,1,1,Yes,No,I don't know,Yes,I don't know,Maybe,Maybe,No,Maybe,I don't know,No,1,Some did,Aware,None did,None did,I don't know,I don't know,Some of them,None did,Some of them,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,No response,Yes,Maybe,No,healthy,No,0,Not applicable to me,Not applicable to me,28,Male,United States of America,United States of America,Never,1,no response,no response
0,0,0,No,No,I don't know,Yes,Very easy,No,No,No,Yes,Yes,No,1,"No, none did",Not Aware,None did,"Yes, they all did",I don't know,None of them,None of them,"Yes, they all did",None of them,No,No,Maybe,"Yes, I think they would",Very open,No,No response,I don't know,Yes,Maybe,unknown,Yes,1,Rarely,Often,27,Male,Netherlands,Netherlands,Sometimes,1,it should not effect they way how i work so it should not have any negative things for the new boss,it should not effect they way how i work so it should not have any negative things for the new boss
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,None did,None did,I don't know,I don't know,Some of them,None did,Some of them,Yes,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,Maybe,No,Yes,No,healthy,No,1,Not applicable to me,Not applicable to me,39,Male,Poland,Poland,Sometimes,1,only if it would affect my work somehow,because it might affect my working hours visiting doctors etc
0,1,1,Yes,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,Yes,Maybe,Maybe,Maybe,Somewhat open,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,28,Male,Belgium,Belgium,Sometimes,0,might have negative influence on getting a job or not,to be honest i guess and not to end up with suprises
0,0,0,I don't know,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,No,1,I don't know,Not Aware,None did,None did,I don't know,"Yes, all of them","Yes, all of them",None did,None of them,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,No,No response,Yes,No,No,healthy,No,0,Not applicable to me,Not applicable to me,46,Male,United States of America,United States of America,Sometimes,1,could only hurt my chances,could only hurt my chances
0,0,1,No,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,I don't know,No,1,I don't know,Not Aware,None did,None did,I don't know,Some of them,Some of them,I don't know,None of them,Yes,Yes,Maybe,"No, I don't think they would",Very open,No,No response,No,Yes,No,healthy,Yes,1,Not applicable to me,Not applicable to me,40,Male,Netherlands,Netherlands,Sometimes,1,again honesty,honesty works
0,0,1,Yes,No,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No,1,I don't know,Not Aware,None did,None did,I don't know,Some of them,None of them,I don't know,None of them,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No,No response,Yes,Maybe,Maybe,unknown,No,0,Not applicable to me,Sometimes,37,Male,United States of America,United States of America,Always,1,i feel uncomfortable discussing such issues with someone ive just met,for physical health issues that may not impact my  daily job i dont feel the need to divulge them to a prospective employer
0,0,1,No,No,No,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No,1,Some did,Not Aware,None did,None did,I don't know,None of them,None of them,I don't know,None of them,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No,No response,Yes,No,No,healthy,No,0,Not applicable to me,Not applicable to me,41,Male,Netherlands,Netherlands,Sometimes,1,dont know feeling,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,No,No,"No, I don't think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,I don't know,Yes,Yes,personality-disorder,No,0,Not applicable to me,Not applicable to me,19,Male,France,France,Never,1,no response,he could choose to not hire me because of that
